37.575179,127.00736
37.596453,126.967939
37.573735,126.989771
37.573467,127.012433
37.58297,126.980254
37.594315,126.964782
37.573,126.986323
37.580224,126.969016
37.569905,126.995457
37.57009094,126.9794089
37.593207,126.966545
37.596453,126.967939
37.583654,126.967892
37.572423,126.965298
37.575495,126.989198
37.57105652,126.9874275
37.591527,126.964637
37.57009094,126.9794089
37.568702,126.994414
37.571879,126.986877
37.5712971,126.997624
37.590458,126.993872
37.570675,126.993857
37.5712971,126.997624
37.588087,127.001279
37.568744,126.994915
37.58045557,126.9687049
37.594315,126.964782
37.573102,127.007861
37.58297,126.980254
37.589542,126.992255
37.576073,126.962371
37.589695,126.99297
37.575675,127.005975
37.578145,127.02103
37.58297,126.980254
37.576048,127.007845
37.570357,126.98557
37.570357,126.98557
37.58297,126.980254
37.573405,126.962951
37.589444,127.000588
37.589744,126.992554
37.574112,127.007482
37.573879,126.961071
37.578145,127.02103
37.578145,127.02103
37.596453,126.967939
37.575103,127.013308
37.58781052,127.0838852
37.58783821,127.0776156
37.58779526,127.0853271
37.61703873,127.0881424
37.58773041,127.0974197
37.58358002,127.0889053
37.58889658,127.0932895
37.58770752,127.0887375
37.58770008,127.0926933
37.58525085,127.0889511
37.58769396,127.1010282
37.58369064,127.093544
37.5877037,127.0966644
37.58765362,127.0900547
37.5877037,127.0966644
37.58765362,127.0900547
37.58765362,127.0900547
37.58746841,127.0873037
37.58748149,127.0736711
37.58359528,127.0873108
37.58740086,127.0996959
37.58740234,127.0836639
37.58359528,127.0952072
37.58740086,127.0996959
37.58728133,127.0806577
37.58704885,127.089434
37.58727264,127.0845642
37.58358002,127.0889053
37.58734131,127.0921478
37.58726501,127.0850601
37.58762741,127.0904617
37.58363342,127.0833817
37.58348669,127.081257
37.58363342,127.0833817
37.58724213,127.0937271
37.58375931,127.0924301
37.58724213,127.0937271
37.58712725,127.1003274
37.58528519,127.082756
37.58727264,127.0845642
37.58372902,127.079254
37.58684805,127.0882506
37.58650181,127.0821261
37.5839119,127.0850525
37.58703967,127.0890692
37.58698567,127.0740944
37.58699384,127.0903695
